24,0.1704333
25,0.19086494
26,0.2057945
27,0.21568866
28,0.2212502
29,0.2234938
30,0.22384202
31,0.2234938
32,0.2212502
33,0.21568866
34,0.2057945
35,0.19086494
36,0.1704333
64,0.18842302
65,0.2146469
66,0.23507856
67,0.2500081
68,0.25990227
69,0.26546383
70,0.2677074
71,0.26805565
72,0.2677074
73,0.26546383
74,0.25990227
75,0.2500081
76,0.23507856
77,0.2146469
78,0.18842302
104,0.19444163
105,0.22661793
106,0.25284183
107,0.27327347
108,0.28820303
109,0.2980972
110,0.30365875
111,0.30590233
112,0.30625057
113,0.30590233
114,0.30365875
115,0.2980972
116,0.28820303
117,0.27327347
118,0.25284183
119,0.22661793
120,0.19444163
144,0.18842302
145,0.22661793
146,0.25879425
147,0.28501815
148,0.30544978
149,0.32037932
150,0.3302735
151,0.33583504
152,0.33807865
153,0.33842686
154,0.33807865
155,0.33583504
156,0.3302735
157,0.32037932
158,0.30544978
159,0.28501815
160,0.25879425
161,0.22661793
162,0.18842302
184,0.1704333
185,0.2146469
186,0.25284183
187,0.28501815
188,0.311242
189,0.33167368
190,0.3466032
191,0.3564974
192,0.36205894
193,0.36430252
194,0.36465076
195,0.36430252
196,0.36205894
197,0.3564974
198,0.3466032
199,0.33167368
200,0.311242
201,0.28501815
202,0.25284183
203,0.2146469
204,0.1704333
225,0.19086494
226,0.23507856
227,0.27327347
228,0.30544978
229,0.33167368
230,0.35210532
231,0.36703485
232,0.37692904
233,0.38249058
234,0.38473418
235,0.3850824
236,0.38473418
237,0.38249058
238,0.37692904
239,0.36703485
240,0.35210532
241,0.33167368
242,0.30544978
243,0.27327347
244,0.23507856
245,0.19086494
265,0.15560706
266,0.2057945
267,0.2500081
268,0.28820303
269,0.32037932
270,0.3466032
271,0.36703485
272,0.38196442
273,0.39185858
274,0.39742014
275,0.39966372
276,0.40001196
277,0.39966372
278,0.39742014
279,0.39185858
280,0.38196442
281,0.36703485
282,0.3466032
283,0.32037932
284,0.28820303
285,0.2500081
286,0.2057945
306,0.16550122
307,0.21568866
308,0.25990227
309,0.2980972
310,0.3302735
311,0.3564974
312,0.37692904
313,0.39185858
314,0.40175277
315,0.4073143
316,0.40955788
317,0.40990612
318,0.40955788
319,0.4073143
320,0.40175277
321,0.39185858
322,0.37692904
323,0.3564974
324,0.3302735
325,0.2980972
326,0.25990227
327,0.21568866
347,0.17106277
348,0.2212502
349,0.26546383
350,0.30365875
351,0.33583504
352,0.36205894
353,0.38249058
354,0.39742014
355,0.4073143
356,0.41287586
357,0.41511944
358,0.41546768
359,0.41511944
360,0.41287586
361,0.4073143
362,0.39742014
363,0.38249058
364,0.36205894
365,0.33583504
366,0.30365875
367,0.26546383
368,0.2212502
388,0.17330636
389,0.2234938
390,0.2677074
391,0.30590233
392,0.33807865
393,0.36430252
394,0.38473418
395,0.39966372
396,0.40955788
397,0.41511944
398,0.41736302
399,0.41771126
400,0.41736302
401,0.41511944
402,0.40955788
403,0.39966372
404,0.38473418
405,0.36430252
406,0.33807865
407,0.30590233
408,0.2677074
409,0.2234938
428,0.11756709
429,0.17365459
430,0.22384202
431,0.26805565
432,0.30625057
433,0.33842686
434,0.36465076
435,0.3850824
436,0.40001196
437,0.40990612
438,0.41546768
439,0.41771126
440,0.4180595
441,0.41771126
442,0.41546768
443,0.40990612
444,0.40001196
445,0.3850824
446,0.36465076
447,0.33842686
448,0.30625057
449,0.26805565
450,0.22384202
470,0.17330636
471,0.2234938
472,0.2677074
473,0.30590233
474,0.33807865
475,0.36430252
476,0.38473418
477,0.39966372
478,0.40955788
479,0.41511944
480,0.41736302
481,0.41771126
482,0.41736302
483,0.41511944
484,0.40955788
485,0.39966372
486,0.38473418
487,0.36430252
488,0.33807865
489,0.30590233
490,0.2677074
491,0.2234938
511,0.17106277
512,0.2212502
513,0.26546383
514,0.30365875
515,0.33583504
516,0.36205894
517,0.38249058
518,0.39742014
519,0.4073143
520,0.41287586
521,0.41511944
522,0.41546768
523,0.41511944
524,0.41287586
525,0.4073143
526,0.39742014
527,0.38249058
528,0.36205894
529,0.33583504
530,0.30365875
531,0.26546383
532,0.2212502
552,0.16550122
553,0.21568866
554,0.25990227
555,0.2980972
556,0.3302735
557,0.3564974
558,0.37692904
559,0.39185858
560,0.40175277
561,0.4073143
562,0.40955788
563,0.40990612
564,0.40955788
565,0.4073143
566,0.40175277
567,0.39185858
568,0.37692904
569,0.3564974
570,0.3302735
571,0.2980972
572,0.25990227
573,0.21568866
593,0.15560706
594,0.2057945
595,0.2500081
596,0.28820303
597,0.32037932
598,0.3466032
599,0.36703485
600,0.38196442
601,0.39185858
602,0.39742014
603,0.39966372
604,0.40001196
605,0.39966372
606,0.39742014
607,0.39185858
608,0.38196442
609,0.36703485
610,0.3466032
611,0.32037932
612,0.28820303
613,0.2500081
614,0.2057945
635,0.19086494
636,0.23507856
637,0.27327347
638,0.30544978
639,0.33167368
640,0.35210532
641,0.36703485
642,0.37692904
643,0.38249058
644,0.38473418
645,0.3850824
646,0.38473418
647,0.38249058
648,0.37692904
649,0.36703485
650,0.35210532
651,0.33167368
652,0.30544978
653,0.27327347
654,0.23507856
655,0.19086494
676,0.1704333
677,0.2146469
678,0.25284183
679,0.28501815
680,0.311242
681,0.33167368
682,0.3466032
683,0.3564974
684,0.36205894
685,0.36430252
686,0.36465076
687,0.36430252
688,0.36205894
689,0.3564974
690,0.3466032
691,0.33167368
692,0.311242
693,0.28501815
694,0.25284183
695,0.2146469
696,0.1704333
718,0.18842302
719,0.22661793
720,0.25879425
721,0.28501815
722,0.30544978
723,0.32037932
724,0.3302735
725,0.33583504
726,0.33807865
727,0.33842686
728,0.33807865
729,0.33583504
730,0.3302735
731,0.32037932
732,0.30544978
733,0.28501815
734,0.25879425
735,0.22661793
736,0.18842302
760,0.19444163
761,0.22661793
762,0.25284183
763,0.27327347
764,0.28820303
765,0.2980972
766,0.30365875
767,0.30590233
768,0.30625057
769,0.30590233
770,0.30365875
771,0.2980972
772,0.28820303
773,0.27327347
774,0.25284183
775,0.22661793
776,0.19444163
802,0.18842302
803,0.2146469
804,0.23507856
805,0.2500081
806,0.25990227
807,0.26546383
808,0.2677074
809,0.26805565
810,0.2677074
811,0.26546383
812,0.25990227
813,0.2500081
814,0.23507856
815,0.2146469
816,0.18842302
844,0.1704333
